person_id,tweet,intent
808561443524096000, Mass booking for #Bahubali2 @ Kerala... Expecting record breaking opening from Kerala.. 15 crore advance from Kerala The…,0
722766194307047424,"I change my profile Pic for Today to 6th may,Then should I change my profile pic,of Bahubali2 poster @sakshijoshi85 @chitraaum @KavitaSarla",0
701812875870892032,"#Bahubali2 
Applied leave in advance. https://t.co/XCP8wteWA4",0
1021537237, Jiyo #Baahubali Fans! You are now just a Question away from winning exciting prizes. Just 30 RT's to unlock. #Bahubali2 htt…,0
1021537237,@JioMusicHD @ssrajamouli @karanjohar @Shobu_ @tamannaahspeaks @BaahubaliMovie @manojmuntashir @LahariMusic Ready #Bahubali2,0
2848851415,#Prabhas  latest #BahubaliTheConclusion #Bahubali2  #Prabhas19 #Prabhas19Title  #PrabhasSaaho #tollywood https://t.co/0X6wAhwFL0,0
1391887466," #Bahubali2 Dubai promotional tour event at 7:30 pm at Roxy Cinemas, City Walk on Tuesday. Free entry for all!! https://…",0
2914735171," @FilmyCurry #ContestAlert #Bahubali2WithFC #FilmyCurry #Bahubali2 

A1) 28th April,2017
A2) S.S. RAJAMOULI
Join
@NehaDevj…",0
4009031660, Ur eagerly looking for?#2point0 #Thalapathy61 #Vivegam  #Vijay61 #superstar #Rajinikanth #thala #Ajith  #Vijay62 #Bahu…,0
347676637,The darling star #Prabhas next will be #Saaho. Teaser out with #Bahubali2 https://t.co/1AnPe89Qpz,0
760480546744995840, Ur eagerly looking for?#2point0 #Thalapathy61 #Vivegam  #Vijay61 #superstar #Rajinikanth #thala #Ajith  #Vijay62 #Bahu…,0
122689522, Hey all give a shout out to @AAfilmsIndia and watch out for their next - #Bahubali2 .. coming soon!!!,0
106918655,4 days to go #Bahubali2 https://t.co/O0c5bGrNeJ,0
2422396374, Ur eagerly looking for?#2point0 #Thalapathy61 #Vivegam  #Vijay61 #superstar #Rajinikanth #thala #Ajith  #Vijay62 #Bahu…,0
849987083326418946," @BaahubaliMovie @ssrajamouli This is something I made :D Hope you like it!
#FanArt #Bahubali #bahubali2 #BaahubaliThebe…",0
111242553," The FINAL Question!
#Bahubali2 fans, tell us TELUGU OR TAMIL? https://t.co/CuXEv6pmGF",0
4601333834, #Bahubali2 worst than #Si3 in TN,0
2885127544," #Bahubali2 Dubai promotional tour event on 25th at 7:30 pm at Roxy Cinemas, City
https://t.co/Ncw8zYujCc
@ssrajamouli…",0
3193098704," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
748850460837027841," The FINAL Question!
#Bahubali2 fans, tell us TELUGU OR TAMIL? https://t.co/CuXEv6pmGF",0
109816198," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
135421297,Disappointed with 15+ condition in Dubai to watch #Bahubali2.,0
3310192514,I have 2tickets for Bahubali2 in bahadoorpur.If you want call me 7893955132.hyd,0
3168277999,@karanjohar I'm also waiting for bahubali2 .,0
848930831385186304," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
97389094,5 Shows For 3 Days Or Week !? #Bahubali2 https://t.co/UPqV8klYY5,0
3240884868," #Bahubali2 Dubai promotional tour event on 25th at 7:30 pm at Roxy Cinemas, City
https://t.co/Ncw8zYujCc
@ssrajamouli…",0
798123045307252736," The FINAL Question!
#Bahubali2 fans, tell us TELUGU OR TAMIL? https://t.co/CuXEv6pmGF",0
740032215883481088, Mass booking for #Bahubali2 @ Kerala... Expecting record breaking opening from Kerala.. 15 crore advance from Kerala The…,0
3421704374,"The World of Baahubali Press Meet Photos..https://t.co/Z9HAiw03au
\#Baahubali2 #bahubali2 #Prabhas #Anushka… https://t.co/iqEg7f13sA",0
510434179, The #WorldOfBaahubali Event pics --&gt; https://t.co/q5sgwkPhjf #Baahubali2 #Bahubali2 #BaahubaliTheConclusion #Prabhas #Anushka…,0
3101388224," Becoming Hotter Day by Day
#Bahubali2  #Bahubali  #BahubaliTheConclusion https://t.co/kVuFbND5By",0
1228800907," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
2883271382, #Bahubali2 worst than #Si3 in TN,0
814083956723372032,#Baahubali2 Six Shows Issue In #andhrapradesh  | #Bahubali2  | #Prabhas | #Rajamouli https://t.co/BYbY70DK37,0
721961822350249984,"Why #Prabhas s dressing up n same style hoodie ?? Black, red, blue ... Still darling looks lovvvv #bb2Promotions #Bahubali2",0
814083956723372032,"Watch -- https://t.co/BYbY70DK37

#baahubali2 #Bahubali2 #Prabhas #ranadaggubati #Saaho #Prabhas19 #JaiLavakusa… https://t.co/1xgDeCSNnA",0
145097238," #Bahubali2 Dubai promotional tour event at 7:30 pm at Roxy Cinemas, City Walk on Tuesday. Free entry for all!! https://…",0
853509267017551872, #Bahubali2 worst than #Si3 in TN,0
798123045307252736, Jiyo #Baahubali Fans! You are now just a Question away from winning exciting prizes. Just 30 RT's to unlock. #Bahubali2 htt…,0
1632693217," #Bahubali2 Dubai promotional tour event on 25th at 7:30 pm at Roxy Cinemas, City
https://t.co/Ncw8zYujCc
@ssrajamouli…",0
2880479857," The FINAL Question!
#Bahubali2 fans, tell us TELUGU OR TAMIL? https://t.co/CuXEv6pmGF",0
1432855796,"#Bahubali2 Dubai promotional tour event on 25th at 7:30 pm at Roxy Cinemas, City
https://t.co/Ncw8zYujCc… https://t.co/IhU5M7dRKl",0
716613062065725440,@JioMusicHD @BuzzingTracks @BaahubaliMovie @Baahubali2017 @MeRajeevDarling @Tarek_Fatah_FC @RanaDaggubati_… https://t.co/UbQ0p2p0VA,0
86149035,"On 28 April morning....

The people will be devided into two...

1. The ones already watched #Bahubali2
2. The ones yet to watch #bahubali2",0
2481446252, Jiyo #Baahubali Fans! You are now just a Question away from winning exciting prizes. Just 30 RT's to unlock. #Bahubali2 htt…,0
2481446252," The FINAL Question!
#Bahubali2 fans, tell us TELUGU OR TAMIL? https://t.co/CuXEv6pmGF",0
802136623110492160,@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/AgEDq9RKw2,0
351360107," #Bahubali 1 (2015) Did
49Cr, Day 1
365Cr Nett India
605Cr Worldwide

What Are Predictions For #Bahubali2 ?",0
802136623110492160,@JioMusicHD @BuzzingTracks @BaahubaliMovie @Baahubali2017 @MeRajeevDarling @Tarek_Fatah_FC @RanaDaggubati_… https://t.co/bwl9qkVD20,0
2794511490,"Finally Got It
#BahuBali2 (6:15 am) �������",0
3300502987,#Bahubali2 worst than #Si3 in TN,0
812984496207183872,@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/mB9JoDGRGb,0
2331944054, Mass booking for #Bahubali2 @ Kerala... Expecting record breaking opening from Kerala.. 15 crore advance from Kerala The…,0
3302958438, The #WorldOfBaahubali Event pics --&gt; https://t.co/q5sgwkPhjf #Baahubali2 #Bahubali2 #BaahubaliTheConclusion #Prabhas #Anushka…,0
3746457614,@FilmyCurry A2) S.S. RAJAMOULI #ContestAlert #Bahubali2WithFC #FilmyCurry #Bahubali2,0
3746457614," #ContestAlert - Second question of #Bahubali2WithFC #Contest is out.
#Bahubali2. Follow us ,RT 
Click to see Q2 https://t.c…",0
3746457614,"@FilmyCurry @contestmantra @india4contests A1) 28th APRIL,2017 #ContestAlert #Bahubali2WithFC #FilmyCurry #Bahubali2",0
779291112523661312,"Anushka's First love Fixed 
#Bahubali2 https://t.co/oLSTxiFGEI",0
3746457614," #ContestAlert #Bahubali2WithFC win movie tickets #contest is now live on #FilmyCurry. #Bahubali2 
Click to see Q1 https://t…",0
2211492496," The FINAL Question!
#Bahubali2 fans, tell us TELUGU OR TAMIL? https://t.co/CuXEv6pmGF",0
269828422,@IndiaToday @BaahubaliMovie We shl watch Bahubali2 but will close our eyes wen ever satya Raj appears a rabid Hindu… https://t.co/tnhNv3Op4S,0
788311140841369600," #Bahubali2 Dubai promotional tour event at 7:30 pm at Roxy Cinemas, City Walk on Tuesday. Free entry for all!! https://…",0
788324631417532417,4 Days To Go... #Bahubali2 https://t.co/GHQyXJKWCC,0
860061414, The #WorldOfBaahubali Event pics --&gt; https://t.co/q5sgwkPhjf #Baahubali2 #Bahubali2 #BaahubaliTheConclusion #Prabhas #Anushka…,0
772846545410465792, #Prabhas new HD Wallpapers --&gt; https://t.co/belRsaUc7x #Baahubali2 #Bahubali2 https://t.co/apKOMkagNg,0
4123964959," Summer is coming up with lot's of expectations. You are waiting for? 
#Thalapathy61 title 
#Vivegamteaser 
#Bahubali2…",0
777460501492006912," #Bahubali2 Dubai promotional tour event at 7:30 pm at Roxy Cinemas, City Walk on Tuesday. Free entry for all!! https://…",0
3233486322," Summer is coming up with lot's of expectations. You are waiting for? 
#Thalapathy61 title 
#Vivegamteaser 
#Bahubali2…",0
2635832702," My Predictions For #Bahubali2 (All Language) Are
60-65Cr (Gross)1st Day
250-275Cr (Nett) Week
400-430Cr (Nett) Lifetim…",0
137851667," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
772846545410465792, #Baahubali2 USA Theaters List--&gt; https://t.co/nv520ZRSMj #BaahubaliTheConclusion #Bahubali2 https://t.co/YvUxWyB62K,0
1062031620," #Bahubali2 From April 28
@ssrajamouli @arkamediaworks @KProductionsInd @srigreen_pro @ThenandalFilms @nasser_kameela @Ran…",0
131036943, 5 shows Permission granted for #Bahubali2 in TS too.Minister Talasani Srinivas yadav gave nod to Producers request.� #4DaysT…,0
2498225605,"#Bahubali2 From April 28
@ssrajamouli @arkamediaworks @KProductionsInd @srigreen_pro @ThenandalFilms… https://t.co/JlJMOQ5UGw",0
62467843," The FINAL Question!
#Bahubali2 fans, tell us TELUGU OR TAMIL? https://t.co/CuXEv6pmGF",0
2437214533," The FINAL Question!
#Bahubali2 fans, tell us TELUGU OR TAMIL? https://t.co/CuXEv6pmGF",0
4880797463,"The FINAL Question!
#Bahubali2 fans, tell us TELUGU OR TAMIL? https://t.co/CuXEv6pmGF",0
777966625," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
1049782801," #Bahubali2 Dubai promotional tour event at 7:30 pm at Roxy Cinemas, City Walk on Tuesday. Free entry for all!! https://…",0
738745276874293248, Buy #Baahubali2 Official merchandise here ---&gt; https://t.co/w9xcC4m6Os #Bahubali2 #BaahubaliTheConclusion #Bahubali2 #prabhas…,0
46936704,"#Bahubali2 Dubai promotional tour event at 7:30 pm at Roxy Cinemas, City Walk on Tuesday. Free entry for all!! https://t.co/EY7qx3O41u",0
772846545410465792," #Baahubali2 release date posters 

#BaahubaliTheConclusion #Bahubali2 #BahubaliTheConclusion #SSrajamouli https://t.co/mYR2ox…",0
381874320,@bookmyshow_sup Ticket price in easymovies for same class n show is Rs. 70 n Rs. 100 was charged by you. #Nartaki… https://t.co/mN4COnCjEp,0
2989551036,World Of #Bahubali2 Press Meet Photos1...,0
719895567841804289, which Tamil movie r u looking forward to the most.. #Thalapathy61 #IPL2017 #Vivegam #RCBvKKR #Bahubali2 #TSK,0
1579025892,"@ssrajamouli Am not gng to watch bahubali2 n thetares..tickets cost s high,u r the one of reason encouraging to watch n piracy..hatsoff",0
399929056," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
772846545410465792, Official #Baahubali merchandise loved by the movie team. Buy here --&gt; https://t.co/w9xcC4m6Os #Baahubali2 #BaahubaliTheConclu…,0
758963590774730752," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
91767550,"#Bahubali2 Mysure booking arachakam 11 Telugu shows all most all shows full 1 Hindi show full ,Never before for a Telugu movie @ssrajamouli",0
772846545410465792, Buy #Baahubali2 Official merchandise here ---&gt; https://t.co/w9xcC4m6Os #Bahubali2 #BaahubaliTheConclusion #Bahubali2 #prabhas…,0
850187212847230976, Ur eagerly looking for?#2point0 #Thalapathy61 #Vivegam  #Vijay61 #superstar #Rajinikanth #thala #Ajith  #Vijay62 #Bahu…,0
2263926210," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
735381130296340480, #Ongole Gorantla multiplex getting ready for the opening.... #Bahubali2 will be the first film to be screened here.... htt…,0
748850460837027841," Q.2 unlocked! �
Hurry, Answer and don't forget to keep listening to #Bahubali2 on #JioMusic to win! https://t.co/iHK8Jb67xV",0
748850460837027841, Jiyo #Baahubali Fans! You are now just a Question away from winning exciting prizes. Just 30 RT's to unlock. #Bahubali2 htt…,0
789445542728310784," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
399929056, The #WorldOfBaahubali Event pics --&gt; https://t.co/q5sgwkPhjf #Baahubali2 #Bahubali2 #BaahubaliTheConclusion #Prabhas #Anushka…,0
487653522," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
1879225681,@bookmyshow_sup when will you open asian Lakshmikala moosapet booking for bahubali2?I have already done with prebooking.Stil no conformation,0
633639347," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
3748787240," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
2231186966,"@FilmyCurry Join Friends #Bahubali2WithFC #FilmyCurry #Bahubali2
@SushmaBindu @chinnigd @aanchalsweet92… https://t.co/zWR9JR5TCQ",0
52877595,The #WorldOfBaahubali Event pics --&gt; https://t.co/q5sgwkPhjf #Baahubali2 #Bahubali2 #BaahubaliTheConclusion… https://t.co/gLh6MxqC1G,0
2231186966,"@FilmyCurry Answer2:- Director of the movie - S. S. Rajamouli
#Bahubali2WithFC #FilmyCurry #Bahubali2",0
173422891," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
269828422,S  I ll watch Bahubali2 to encourage a 250 crore movie but Iil close my Eyes when ever I c  the Hindu traitor satya kattappa Raj senaspokman,0
2231186966,@FilmyCurry Answered 2 questions Team. #Bahubali2WithFC #FilmyCurry #Bahubali2,0
143719932," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
2231186966,@FilmyCurry @contestmantra @india4contests Done Team. #Bahubali2WithFC #FilmyCurry #Bahubali2,0
2231186966," #ContestAlert - Second question of #Bahubali2WithFC #Contest is out.
#Bahubali2. Follow us ,RT 
Click to see Q2 https://t.c…",0
3194047909," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
1295644608," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
2880479857, Jiyo #Baahubali Fans! You are now just a Question away from winning exciting prizes. Just 30 RT's to unlock. #Bahubali2 htt…,0
849617526178824193,I m really close to solve biggest murder mystery  of India. .... #Bahubali2    Conclusion :,0
137611255," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
2874551846,"I m really close to solve biggest murder mystery  of India. .... #Bahubali2  

Conclusion :",0
3252510896, Reminds you of something ? ;) #Bahubali2 #Bajirao https://t.co/ha1NatDbIC,0
56023328," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
2689334227, #Bahubali2 @ NIZAM Area 5 Show's Permission Granted,0
2689334227," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
263724387," #Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
122957087,#celebrity #gossip #celebrities #kim Baahubali characters inspired from Game of Thrones?–Bahubali2 Prabhas in G... https://t.co/FAWuJX9n9Z,0
4191101237,@karanjohar For another 500 cr.. #Bahubali2  hit m hit !!!!,0
1336902901,"#Bahubali2 @ RTC X Road's (28/4 To 1/5) FOUR Day's In
Sudharshan35MM &amp; Devi70MM
7:30am
11:00am
2:15pm
5:45pm
9:15pm",0
83097770,2 hrs 50 mins #Bahubali2 https://t.co/qNgPgRUy4i,0
128832972," Why #Kattappa killed #Bahubali? The Nation wants to know!�

#Bahubali2 #4DaysToBaahubali2   @jayasankarselva @KProducti…",0
819848816283320321,"#Bahubali2 # Only four days are left and after it everyone get there answer why #Cuttapa# kill #Bahubali# 
All view… https://t.co/liurkskTTA",0
3307718191, Jiyo #Baahubali Fans! You are now just a Question away from winning exciting prizes. Just 30 RT's to unlock. #Bahubali2 htt…,0
3307718191," Q.2 unlocked! �
Hurry, Answer and don't forget to keep listening to #Bahubali2 on #JioMusic to win! https://t.co/iHK8Jb67xV",0
1528990146, Jiyo #Baahubali Fans! You are now just a Question away from winning exciting prizes. Just 30 RT's to unlock. #Bahubali2 htt…,0
815205129326448640, Hey all give a shout out to @AAfilmsIndia and watch out for their next - #Bahubali2 .. coming soon!!!,0
3282536012, Bahubali- 2 clip leaked! Exclusive video!!! #Bahubali2 #telugu https://t.co/a0CCQtLeu6,0
833965283211616257, Hey all give a shout out to @AAfilmsIndia and watch out for their next - #Bahubali2 .. coming soon!!!,0
2729232780, Bahubali- 2 clip leaked! Exclusive video!!! #Bahubali2 #telugu https://t.co/a0CCQtLeu6,0
3307718191,@JioMusicHD @ssrajamouli @karanjohar @Shobu_ @tamannaahspeaks @BaahubaliMovie @manojmuntashir @LahariMusic RT DONE  #Bahubali2,0
804351417540546561, which Tamil movie r u looking forward to the most.. #Thalapathy61 #IPL2017 #Vivegam #RCBvKKR #Bahubali2 #TSK,0
310331230, Hey all give a shout out to @AAfilmsIndia and watch out for their next - #Bahubali2 .. coming soon!!!,0
2185415396, Bahubali- 2 clip leaked! Exclusive video!!! #Bahubali2 #telugu https://t.co/a0CCQtLeu6,0
3915937874," Kurnool city 
#Bahubali2  
Day1 Estimated 
Gross 75 to 80 lakhs 
1st Week 2cr+++
Never Before 
#LeaderOfIndianFilmHistory…",0
778945140245180417, Ur eagerly looking for?#2point0 #Thalapathy61 #Vivegam  #Vijay61 #superstar #Rajinikanth #thala #Ajith  #Vijay62 #Bahu…,0
4362145866, Hey all give a shout out to @AAfilmsIndia and watch out for their next - #Bahubali2 .. coming soon!!!,0
3385911058, Ur eagerly looking for?#2point0 #Thalapathy61 #Vivegam  #Vijay61 #superstar #Rajinikanth #thala #Ajith  #Vijay62 #Bahu…,0
4200816084,#Bahubali2 releases this Friday ☺ #Bahubali https://t.co/WmgiDomRpT,0
2918770094," Why #Kattappa killed #Bahubali? The Nation wants to know!�

#Bahubali2 #4DaysToBaahubali2   @jayasankarselva @KProducti…",0
467380750,"Why #Kattappa killed #Bahubali? The Nation wants to know!�

#Bahubali2 #4DaysToBaahubali2   @jayasankarselva… https://t.co/774nm35QnR",0
399929056," Becoming Hotter Day by Day
#Bahubali2  #Bahubali  #BahubaliTheConclusion https://t.co/kVuFbND5By",0
814083956723372032,"Watch -- https://t.co/0LaOJpSGZP

#JaiLavakusa #ntr27 #pawan #NBK101 #NBK #PSPK25 #Baahubali2 #Bahubali2 #Spyder… https://t.co/UGkGggS5E6",0
773964281477996544,"If someone see the 1st day 1st show of #Bahubali2  n if he exposes the suspension then what may happened. 
Talware… https://t.co/Ypd8oa8WgD",0
446953591, This is the first time ever for a film there im the state superb #Bahubali2,0
446953591, #Bahubali2 50 plus theatres have even 6am plus shows for the film at kearla and its confirmed already,0
4652483119,This is the first time ever for a film there im the state superb #Bahubali2,0
4652483119,#Bahubali2 50 plus theatres have even 6am plus shows for the film at kearla and its confirmed already,0
321581660, Hey all give a shout out to @AAfilmsIndia and watch out for their next - #Bahubali2 .. coming soon!!!,0
3483899233, Ur eagerly looking for?#2point0 #Thalapathy61 #Vivegam  #Vijay61 #superstar #Rajinikanth #thala #Ajith  #Vijay62 #Bahu…,0
163548988,Records started #Bahubali2 .... https://t.co/aHhXg2gKgs,0
758254223603609600, Ur eagerly looking for?#2point0 #Thalapathy61 #Vivegam  #Vijay61 #superstar #Rajinikanth #thala #Ajith  #Vijay62 #Bahu…,0
785657601686056961, Ur eagerly looking for?#2point0 #Thalapathy61 #Vivegam  #Vijay61 #superstar #Rajinikanth #thala #Ajith  #Vijay62 #Bahu…,0
3472516758, 5 shows Permission granted for #Bahubali2 in TS too.Minister Talasani Srinivas yadav gave nod to Producers request.� #4DaysT…,0
4652483119,After a day full of challenges you just have to face that and then GO TO SLEEP #Bahubali2  #justforfun GIFS https://t.co/0MgZCo3Q0S,0
160494268,All Set for 4:00 AM Benifit show in Urvashi Theater Bangalore #Bahubali2,0
718343791619530752,"Not sure if Pokiri is South India IH 
But i wish this date will be lucky for Prabhas darling as well
Cheers to… https://t.co/25Rcn9yKIi",0
3112560714, Hey all give a shout out to @AAfilmsIndia and watch out for their next - #Bahubali2 .. coming soon!!!,0
3874772481," #Bahubali2 article in GTA magazine #BaahubaliTheConclusion @ssrajamouli @Shobu_ @greatindiafilms @BaahubaliMovie 

Advanc…",0
502890856," #Bahubali2 ALL SET 4 AM show in URVASHI theatre, Bangalore.. ����

@AnilKumaKasina @urstruly_murali @nikesshh @Nikesh_Rox",0
212464615, I need #Bahubali2 tickets first day in #Vijayawada any one plzzzzzzz?????,0
921572906,"@CatchNews @BaahubaliMovie @SpiceSocial1 Ans 5) Rs. 450 crore
#Bahubali2  #superexcited",0
332111240,"@ssrajamouli @RanaDaggubati There is silence infront of all theatres in the country now a days,it is sign of tsunami on 28th ..Bahubali2",0
921572906,"@CatchNews @SpiceSocial1 @BaahubaliMovie Ans.4) 4 years
#Bahubali2 #superexcited",0
1557395436," Becoming Hotter Day by Day
#Bahubali2  #Bahubali  #BahubaliTheConclusion https://t.co/kVuFbND5By",0
463707278," 1am ,4am shows tho all most 90% bahubali 1 53l record out in bhimavaram 
Expecting gross 1.2 cr from day 1 #Bahubali2 
#Bhim…",0
139639456, Mass booking for #Bahubali2 @ Kerala... Expecting record breaking opening from Kerala.. 15 crore advance from Kerala The…,0
921572906,"@CatchNews @BaahubaliMovie @SpiceSocial1 Ans 3) 6,500 screens all over nation 
#Bahubali2 #superexcited",0
139329705," Q.2 unlocked! �
Hurry, Answer and don't forget to keep listening to #Bahubali2 on #JioMusic to win! https://t.co/iHK8Jb67xV",0
139329705, Jiyo #Baahubali Fans! You are now just a Question away from winning exciting prizes. Just 30 RT's to unlock. #Bahubali2 htt…,0
139329705,@JioMusicHD @BuzzingTracks @Rajamouli_Fans @BaahubaliMovie @bahubali_fans @Prabhas_Fans @Darling_PFC @telugu_jokes… https://t.co/TuZqryVjPY,0
98139561,"#Bahubali2 ALL SET 4 AM show in URVASHI theatre, Bangalore.. ����

@AnilKumaKasina @urstruly_murali @nikesshh @Nikesh_Rox",0
921572906,"@CatchNews @SpiceSocial1 @BaahubaliMovie Ans 2) 9 movies 
#Bahubali2 #superexcited",0
180268170," Becoming Hotter Day by Day
#Bahubali2  #Bahubali  #BahubaliTheConclusion https://t.co/kVuFbND5By",0
4894106887," Casting call for Promotional video - #Bahubali2:
Shooting tomorrow
Interested artists contact +91 8248473412 for details -…",0
827552522311237632, Ur eagerly looking for?#2point0 #Thalapathy61 #Vivegam  #Vijay61 #superstar #Rajinikanth #thala #Ajith  #Vijay62 #Bahu…,0
1274615132,I need #Bahubali2 tickets first day in #Vijayawada any one plzzzzzzz?????,0
3314453408,"#Bahubali2 morning 7am show 
Okka ticket 700 rs �
#Kattapa mass �",0
3285620905, Hey all give a shout out to @AAfilmsIndia and watch out for their next - #Bahubali2 .. coming soon!!!,0
96124863," Casting call for Promotional video - #Bahubali2:
Shooting tomorrow
Interested artists contact +91 8248473412 for details -…",0
921572906,"@CatchNews @BaahubaliMovie @SpiceSocial1 Ans 1) 10 july, 2015
#Bahubali2 #superexcited https://t.co/3OO5YRKtnJ",0
2841301838,@bookmyshow theatres evi ra #Bahubali2 #Hyderabad,0
219611791,"looting in bangalore,still booked ticket for Urvashi 4AM ��� #Bahubali2",0
